PMID,Publication_Title
36623515,"Cisplatin with veliparib or placebo in metastatic triple-negative breast cancer and BRCA mutation-associated breast cancer (S1416): a randomised, double-blind, placebo-controlled, phase 2 trial."
36623339,Facing points of view: Representations on adjuvant endocrine therapy of premenopausal patients after breast cancer and their healthcare providers in France. The FOR-AD study.
36623325,2D-CuPd nanozyme overcome tamoxifen resistance in breast cancer by regulating the PI3K/AKT/mTOR pathway.
36623246,Cosmetic Results and Side Effects of Accelerated Partial-Breast Irradiation Versus Whole-Breast Irradiation for Low-Risk Invasive Carcinoma of the Breast: The Randomized Phase III IRMA Trial.
36623243,"Contralateral Breast Cancer Risk Among Carriers of Germline Pathogenic Variants in ATM, BRCA1, BRCA2, CHEK2, and PALB2."
36623176,Unilateral lupus mastitis.
36622852,BET-HDAC Dual Inhibitors for Combinational Treatment of Breast Cancer and Concurrent Candidiasis.
36622663,Apoptosis-modulatory miR-361-3p as a novel treatment target in endocrine-resistant breast cancer.
36622638,Remodeling the Tumor Microenvironment with Core-Shell Nanosensitizer Featuring Dual-Modal Imaging and Multimodal Therapy for Breast Cancer.
36622565,Oncoplastic versus conventional breast-conserving surgery in breast cancer: a pooled analysis of 6941 female patients.
36622564,Identification of prognostic genes signature and construction of ceRNA network in pirarubicin treatment of triple-negative breast cancer.
36622563,Dedicated phantom tools using traceable 68Ge/68Ga point-like sources for dedicated-breast PET and positron emission mammography scanners.
36622544,Assessing the role of tumour-associated macrophage subsets in breast cancer subtypes using digital image analysis.
36622543,Association between patient-surgeon race and gender concordance and patient-reported outcomes following breast cancer surgery.
36622528,ASO Visual Abstract: Predictors of Emergency Room Visits After Ambulatory Breast Cancer Surgery in the Medicare Population.
36622366,Dual inhibition of HSF1 and DYRK2 impedes cancer progression.
36622364,Synergistic Functional Nanomedicine Enhances Ferroptosis Therapy for Breast Tumors by a Blocking Defensive Redox System.
36622347,Correction: Single-cell RNA sequencing of human breast tumour-infiltrating immune cells reveals a gammadelta T-cell subtype associated with good clinical outcome.
36622327,Facts and hopes in immunotherapy for early-stage triple-negative breast cancer.
36622109,Aromatase mutation in men as a rare cause of osteoporosis: a case report and review of the literature.
36622079,Factors associated with distress and the impact of distress on acute health-care service utilization among patients diagnosed with breast and gynecological cancers.
36622059,Characterization of a novel polysaccharide from Arca subcrenata and its immunoregulatory activities in vitro and in vivo.
36622036,Disparities in cancer incidence by rurality in California.
36621982,Time Course Changes of Synthetic Relaxation Time During Neoadjuvant Chemotherapy in Breast Cancer: The Optimal Parameter for Treatment Response Evaluation.
36621884,Modifiers of radiation effects on breast cancer incidence revealed by a reanalysis of archival data of rat experiments.
36621857,"Outcomes of the same-day discharge following mastectomy before, during and after COVID-19 pandemic."
36621840,"Doxorubicin resistance in breast cancer xenografts and cell lines can be counterweighted by microRNA-140-3p, through PD-L1 suppression."
36621814,Hybrid Cyanine/Methotrexate Nanoparticles for Synergistic PDT/Chemotherapy of Breast Cancer.
36621794,[Correlations of Androgen Receptor Expression with Molecular Subtypes and Clinopathological Features of Invasive Breast Carcinoma of No Special Type in Tibet].
36621746,Cmpd10357 to Treat B-cell Acute Lymphoblastic Leukemia.
36621662,Identification of a survival associated gene trio in chemical induced breast cancer.
36621620,"Synthesis, antiproliferative evaluation and in silico studies of a novel steroidal spiro morpholinone."
36621430,A Phase II Single-arm Study of Palbociclib in Patients With HER2-positive Breast Cancer With Brain Metastases and Analysis of ctDNA in Patients With Active Brain Metastases.
36621399,"[Experiences of patients with cancer during the first COVID-19 lockdown: What was the impact on the patients' healthcare pathway, mental condition, and access to supportive care in cancer?]"
36621358,Effect of three-dimensional intraoperative imaging on surgical outcomes with breast conservation therapy.
36621263,Resilience among women with breast cancer surviving longer than five years: The relationship with illness perception and body image.
36621238,"Implant vs. autologous tissue-based breast reconstruction: A systematic review and meta-analysis of the studies comparing surgical approaches in 55,455 patients."
36621052,Association between DNA repair capacity and body mass index in women.
36621000,"A phase IIb, single arm, multicenter trial of sacituzumab govitecan in Chinese patients with metastatic triple-negative breast cancer who received at least two prior treatments."
36620935,SKOR1 mediates FER kinase-dependent invasive growth of breast cancer cells.
36620882,"HPV42, a ""Low-Risk"" Type, and Digital Papillary Adenocarcinoma."
36620880,The Great Immune Escape: Understanding the Divergent Immune Response in Breast Cancer Subtypes.
36620876,CBX3 promotes breast cancer progression and high level of CBX3 predicts poor prognosis in patients.
36620844,"Sociodemographic, Clinical, and Variation Outcomes for Breast Cancer and Breast Cancer-Related Mutations in a Ten-Year Cohort From Neiva, Huila, Colombia."
36620820,Subclavian Vein Stenosis Imitating Inflammatory Breast Cancer.
36620609,A nomogram for predicting the HER2 status of circulating tumor cells and survival analysis in HER2-negative breast cancer.
36620598,"Association of genetic ancestry with HER2, GRB7 AND estrogen receptor expression among Colombian women with breast cancer."
36620596,Comprehensive analysis of cuproptosis-related long non-coding RNA signature and personalized therapeutic strategy of breast cancer patients.
36620595,Case report: 18F-FES PET/CT predicted treatment responses of second-line and third-line CDK4/6 inhibitors after disease progression on first-line CDK4/6 inhibitor in a HR+/HER2- metastatic breast cancer patient.
36620573,"Treatment strategies for hormone receptor-positive, human epidermal growth factor receptor 2-positive (HR+/HER2+) metastatic breast cancer: A review."
36620566,Case report: Long-term clinical benefit of pyrotinib therapy following trastuzumab resistance in HER2-amplification recurrent mucinous ovarian carcinoma.
36620553,Overexpression of HMGB3 and its prognostic value in breast cancer.
36620183,Expanding the horizon for breast cancer screening in India through artificial intelligent technologies -A mini-review.
36620168,"Grayscale ultrasound feature typing of metastatic ovarian tumors, particularly signet-ring cell carcinoma."
36620166,Ultrasound contrast-enhanced patterns of sentinel lymph nodes: predictive value for nodal status and metastatic burden in early breast cancer.
36620136,Misdiagnosis of breast cancer after augmentation injection of stromal vascular fraction gel: a case description.
36620040,Graph neural network and multi-data heterogeneous networks for microbe-disease prediction.
36619972,Identifying biomarkers of differential chemotherapy response in TNBC patient-derived xenografts with a CTD/WGCNA approach.
36619874,3D collagen microchamber arrays for combined chemotherapy effect evaluation on cancer cell numbers and migration.
36619680,"Detection of IL-1beta, VEGF and IL-4 with their novel genetic variations in breast cancer patients."
36619589,"Recent advances in understanding adverse effects associated with drugs targeting the serotonin receptor, 5-HT GPCR."
36619553,Relationship between serum NDRG3 and papillary thyroid carcinoma.
36619544,Editorial: Underlying molecular interconnections of the estrogen receptor alpha and associated factors involved in breast cancer development: The way to new therapeutic approaches.
36619482,Tumor-to-tumor metastasis to Warthin tumor presenting as an initial sign of breast carcinoma: A case report.
36619302,Breast Cancer and Arsenic Anticancer Effects: Systematic Review of the Experimental Data from In Vitro Studies.
36619229,Glutamine synthetase regulates the immune microenvironment and cancer development through the inflammatory pathway.
36619215,Recent advances of bioactive proteins/polypeptides in the treatment of breast cancer.
36619189,Left ventricular ejection fraction by multigated acquisition scan using planar sodium iodide and cadmium-zinc-telluride cameras: a comparison with two-dimensional echocardiography.
36618941,"Bibliometric analysis on exploitation of biogenic gold and silver nanoparticles in breast, ovarian and cervical cancer therapy."
36618922,A review of recent advances on single use of antibody-drug conjugates or combination with tumor immunology therapy for gynecologic cancer.
36618838,"Risk of endometrial, ovarian, and breast cancers in women with polycystic ovary syndrome: A systematic review and meta-analysis."
36618814,Local surgery improves survival in elderly patients with stage IV breast cancer: a population-based retrospective cohort study.
36618799,Role of conservative therapy prior to surgery in xanthogranulomatous mastitis: a case report.
36618783,Racial and ethnic disparities in breast cancer survival: critical appraisal of the data emerging from the randomized TAILORx.
36618780,Screening of the novel immune-suppressive biomarkers of TMED family and whether knockdown of TMED2/3/4/9 inhibits cell migration and invasion in breast cancer.
36618658,Stereoselective (4 + 3) cycloadditions of allenyl ethers-furans by chiral auxiliaries inducing and evaluation of anti-breast cancer activity.
36618541,An Updated Systematic Review and Meta-Analysis on Association of Serum Lipid Profile With Risk of Breast Cancer Incidence.
